object_id,ein,RgnTxt,OffcsCnt,EmplyCnt,OfActvtsCndctdTxt,RgnTtlExpndtrsAmt
201731299349302063,710236896,South America,1,7,Program services,Educational programs,591638
201731299349302063,710236896,Sub-Saharan Africa,1,3,Program services,Educational programs,522748
201731299349302063,710236896,East Asia and the Pacific,1,2,Program services,Educational programs,569349
201731299349302063,710236896,Europe Including Iceland and Greenland,investments,636000
201731299349302423,440562048,Central America and the Caribbean,Investments,1673435
201731299349302423,440562048,Sub-Saharan Africa,Program Services,FACULTY TRAVEL ABROAD,10567
201731329349301108,540505941,EUROPE,1,5,PROGRAM SERVICES,INSTRUCTION-READING,456620
201731329349301108,540505941,EUROPE,0,0,PROGRAM SERVICES,FINANCIAL AID,499309
201731329349301323,020222120,Europe (Including Iceland & Greenland) -,0,0,Investments,4871160
201731339349301213,150532081,Central America and the Caribbean,Investments,255087745
201731339349301213,150532081,Central America and the Caribbean,Program Services,HIGHER ED,307021
201731339349301213,150532081,Central America and the Caribbean,Grantmaking,14450
201731339349301213,150532081,Central America and the Caribbean,Fundraising,9251
201731339349301213,150532081,East Asia and the Pacific,Investments,231186
201731339349301213,150532081,East Asia and the Pacific,2,22,Program Services,HIGHER ED,2943599
201731339349301213,150532081,East Asia and the Pacific,Grantmaking,1542709
201731339349301213,150532081,East Asia and the Pacific,Fundraising,5187
201731339349301213,150532081,Europe (Including Iceland and Greenland),Investments,10725295
201731339349301213,150532081,Europe (Including Iceland and Greenland),5,177,Program Services,HIGHER ED,28358071
201731339349301213,150532081,Europe (Including Iceland and Greenland),Grantmaking,10827985
201731339349301213,150532081,Europe (Including Iceland and Greenland),Fundraising,6985
201731339349301213,150532081,Middle East and North Africa,Program Services,HIGHER ED,230120
201731339349301213,150532081,Middle East and North Africa,Grantmaking,113019
201731339349301213,150532081,Middle East and North Africa,Fundraising,336
201731339349301213,150532081,North America,Investments,1520490
201731339349301213,150532081,North America,Program Services,HIGHER ED,328981
201731339349301213,150532081,North America,Fundraising,393
201731339349301213,150532081,Russia and the Newly Independent States,Program Services,HIGHER ED,2569
201731339349301213,150532081,South America,1,9,Program Services,HIGHER ED,951705
201731339349301213,150532081,South America,Grantmaking,727565
201731339349301213,150532081,South Asia,Program Services,HIGHER ED,281470
201731339349301213,150532081,South Asia,Grantmaking,16200
201731339349301213,150532081,South Asia,Fundraising,1457
201731339349301213,150532081,Sub-Saharan Africa,Program Services,HIGHER ED,138844
201731339349301213,150532081,Sub-Saharan Africa,Grantmaking,68947
201731289349302403,231352683,East Asia and the Pacific,Program Services,Study Abroad,127097
201731289349302403,231352683,Europe (Including Iceland and Greenland),Program Services,Study Abroad,901026
201731289349302403,231352683,Middle East and North Africa,Program Services,Study Abroad,5819
201731289349302403,231352683,North America,Program Services,Study Abroad,5598
201731289349302403,231352683,Central America and the Caribbean,Investments,N/A,168016430
201731289349302403,231352683,Europe (Including Iceland and Greenland),Investments,N/A,47623335
201731289349302403,231352683,Middle East and North Africa,Investments,N/A,25000
201731289349302403,231352683,North America,Investments,N/A,396846
201731359349311783,620475697,Central America and the Caribbean,0,0,Investments,20261611
201731359349311783,620475697,Central America and the Caribbean,0,2,Program Services,Study abroad program.,73000
201731359349311783,620475697,South Asia,0,1,Program Services,Study Abroad,54900
201731359349311783,620475697,East Asia and the Pacific,0,3,Program Services,Study Abroad,44200
201731359349311783,620475697,Europe (including Iceland and Greenland),1,9,Program Services,Study Abroad,527926
201731359349311783,620475697,Middle East and North Africa,0,1,Program Services,Study Abroad,12500
201731319349301523,042103547,Antarctica,Program Services,RESEARCH,2997
201731319349301523,042103547,Central America and the Caribbean,Grantmaking,6894
201731319349301523,042103547,Central America and the Caribbean,Investments,406107646
201731319349301523,042103547,Central America and the Caribbean,1,6,Program Services,RESEARCH,367815
201731319349301523,042103547,Central America and the Caribbean,Program Services,SEMINAR,215210
201731319349301523,042103547,Central America and the Caribbean,Program Services,STUDY ABROAD,263235
201731319349301523,042103547,East Asia and the Pacific,Fundraising,96451
201731319349301523,042103547,East Asia and the Pacific,Grantmaking,216246
201731319349301523,042103547,East Asia and the Pacific,Investments,7677952
201731319349301523,042103547,East Asia and the Pacific,1,5,Program Services,RESEARCH,1135673
201731319349301523,042103547,East Asia and the Pacific,Program Services,SEMINAR,851958
201731319349301523,042103547,East Asia and the Pacific,4,48,Program Services,STUDY ABROAD,8095431
201731319349301523,042103547,Europe (Including Iceland and Greenland),Fundraising,198588
201731319349301523,042103547,Europe (Including Iceland and Greenland),Grantmaking,434016
201731319349301523,042103547,Europe (Including Iceland and Greenland),Investments,44604270
201731319349301523,042103547,Europe (Including Iceland and Greenland),5,Program Services,RESEARCH,2091616
201731319349301523,042103547,Europe (Including Iceland and Greenland),Program Services,SEMINAR,1243576
201731319349301523,042103547,Europe (Including Iceland and Greenland),15,191,Program Services,STUDY ABROAD,29324265
201731319349301523,042103547,Middle East and North Africa,Fundraising,15613
201731319349301523,042103547,Middle East and North Africa,Grantmaking,60380
201731319349301523,042103547,Middle East and North Africa,Investments,813134
201731319349301523,042103547,Middle East and North Africa,Program Services,RESEARCH,126320
201731319349301523,042103547,Middle East and North Africa,Program Services,SEMINAR,121933
201731319349301523,042103547,Middle East and North Africa,Program Services,STUDY ABROAD,332233
201731319349301523,042103547,North America,Fundraising,15576
201731319349301523,042103547,North America,Grantmaking,549656
201731319349301523,042103547,North America,Investments,14087001
201731319349301523,042103547,North America,Program Services,RESEARCH,732514
201731319349301523,042103547,North America,Program Services,SEMINAR,317328
201731319349301523,042103547,North America,9,Program Services,STUDY ABROAD,73026
201731319349301523,042103547,Russia and the Newly Independent States,Program Services,RESEARCH,102060
201731319349301523,042103547,Russia and the Newly Independent States,Program Services,SEMINAR,23734
201731319349301523,042103547,South America,Grantmaking,355523
201731319349301523,042103547,South America,Investments,3112372
201731319349301523,042103547,South America,1,Program Services,RESEARCH,282167
201731319349301523,042103547,South America,Program Services,SEMINAR,135321
201731319349301523,042103547,South America,1,5,Program Services,STUDY ABROAD,731450
201731319349301523,042103547,South Asia,Fundraising,178925
201731319349301523,042103547,South Asia,Investments,3190842
201731319349301523,042103547,South Asia,Program Services,RESEARCH,77035
201731319349301523,042103547,South Asia,Program Services,SEMINAR,404682
201731319349301523,042103547,South Asia,1,Program Services,STUDY ABROAD,261850
201731319349301523,042103547,Sub-Saharan Africa,Grantmaking,1000885
201731319349301523,042103547,Sub-Saharan Africa,1,7,Program Services,RESEARCH,4030183
201731319349301523,042103547,Sub-Saharan Africa,Program Services,SEMINAR,140895
201731319349301523,042103547,Sub-Saharan Africa,1,Program Services,STUDY ABROAD,46960
201731329349302738,160805158,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,SCHOLARSHIPS AND FINANCIAL AID,40297
201731329349302738,160805158,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,PROGRAM SERVICES,SCHOLARSHIPS AND FINANCIAL AID,75360
201731329349302738,160805158,NORTH AMERICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS AND FINANCIAL AID,536691
201731329349302738,160805158,RUSSIA AND NEIGHBORING STATES,0,0,PROGRAM SERVICES,SCHOLARSHIPS AND FINANCIAL AID,1667
201731329349302738,160805158,SOUTH AMERICA,0,0,PROGRAM SERVICES,SCHOLARSHIPS AND FINANCIAL AID,14356
201731329349302738,160805158,SOUTH ASIA,0,0,PROGRAM SERVICES,SCHOLARSHIPS AND FINANCIAL AID,6585
201731359349306388,350868073,East Asia and the Pacific,0,0,Program Services,Study abroad program,285575
201731359349306388,350868073,Europe (Including Iceland & Greenland),0,0,Program Services,Study abroad program,448415
201731359349306388,350868073,Middle East and North Africa,0,0,Program Services,Study abroad program,51902
201731359349306388,350868073,South America,0,0,Program Services,Study abroad program,97716
201731359349306388,350868073,South Asia,0,0,Program Services,Study abroad program,75153
201731359349306388,350868073,Sub-Saharan Africa,0,0,Program Services,Study abroad program,124924
201731359349306388,350868073,Central America and the Caribbean,0,0,Investments,6850711
201731329349303163,231352685,Central America and the Caribbean,10,Send agents to seminar,30498
201731329349303163,231352685,Central America and the Caribbean,Conduct board meetings,4479
201731329349303163,231352685,Central America and the Caribbean,4,Fundraising,40908
201731329349303163,231352685,Central America and the Caribbean,1,Grantmaking,181619
201731329349303163,231352685,Central America and the Caribbean,1,Program Services,EDUCATION & TRAINING,113297
201731329349303163,231352685,Central America and the Caribbean,15,Program Services,FIELD RESEARCH,61816
201731329349303163,231352685,Central America and the Caribbean,Program Services,RESEARCH,2718
201731329349303163,231352685,Central America and the Caribbean,Program Services,SOCIAL RESEARCH,20444
201731329349303163,231352685,Central America and the Caribbean,4,Program Services,STUDY ABROAD/EDUCATION,277014
201731329349303163,231352685,Central America and the Caribbean,8,Program Services,STUDY ABROAD/RESEARCH,24371
201731329349303163,231352685,Central America and the Caribbean,Program Services,RECRUITING,11837
201731329349303163,231352685,Central America and the Caribbean,Investments,1810367000
201731329349303163,231352685,East Asia and the Pacific,1,40,Send agents to seminar,706888
201731329349303163,231352685,East Asia and the Pacific,Conduct board meetings,78252
201731329349303163,231352685,East Asia and the Pacific,27,Fundraising,2123458
201731329349303163,231352685,East Asia and the Pacific,Grantmaking,163290
201731329349303163,231352685,East Asia and the Pacific,1,Program Services,CLINICAL TRIALS,432287
201731329349303163,231352685,East Asia and the Pacific,24,Program Services,EDUCATION & TRAINING,2366448
201731329349303163,231352685,East Asia and the Pacific,55,Program Services,FIELD RESEARCH,1112343
201731329349303163,231352685,East Asia and the Pacific,Program Services,RESEARCH,961063
201731329349303163,231352685,East Asia and the Pacific,1,Program Services,SOCIAL RESEARCH,83147
201731329349303163,231352685,East Asia and the Pacific,13,Program Services,STUDY ABROAD/EDUCATION,956296
201731329349303163,231352685,East Asia and the Pacific,3,Program Services,STUDY ABROAD/RESEARCH,191153
201731329349303163,231352685,East Asia and the Pacific,2,24,Program Services,RECRUITING,248420
201731329349303163,231352685,East Asia and the Pacific,Investments,231665000
201731329349303163,231352685,Europe (Including Iceland and Greenland),161,Send agents to seminar,1834180
201731329349303163,231352685,Europe (Including Iceland and Greenland),Conduct board meetings,38639
201731329349303163,231352685,Europe (Including Iceland and Greenland),59,Fundraising,1851422
201731329349303163,231352685,Europe (Including Iceland and Greenland),Grantmaking,63146
201731329349303163,231352685,Europe (Including Iceland and Greenland),1,Program Services,CLINICAL TRIALS,46575
201731329349303163,231352685,Europe (Including Iceland and Greenland),Program Services,ROYALTY DISTRIBUTION,95
201731329349303163,231352685,Europe (Including Iceland and Greenland),21,Program Services,EDUCATION & TRAINING,1189175
201731329349303163,231352685,Europe (Including Iceland and Greenland),73,Program Services,FIELD RESEARCH,4239056
201731329349303163,231352685,Europe (Including Iceland and Greenland),Program Services,RESEARCH,425095
201731329349303163,231352685,Europe (Including Iceland and Greenland),1,Program Services,SOCIAL RESEARCH,378713
201731329349303163,231352685,Europe (Including Iceland and Greenland),1,21,Program Services,STUDY ABROAD/EDUCATION,5090130
201731329349303163,231352685,Europe (Including Iceland and Greenland),1,148,Program Services,STUDY ABROAD/RESEARCH,721781
201731329349303163,231352685,Europe (Including Iceland and Greenland),3,Program Services,RECRUITING,120175
201731329349303163,231352685,Europe (Including Iceland and Greenland),Investments,165956000
201731329349303163,231352685,Middle East and North Africa,6,Send agents to seminar,92832
201731329349303163,231352685,Middle East and North Africa,33,Fundraising,138533
201731329349303163,231352685,Middle East and North Africa,Grantmaking,36960
201731329349303163,231352685,Middle East and North Africa,Program Services,INVESTMENTS,169274
201731329349303163,231352685,Middle East and North Africa,Program Services,CLINICAL TRIALS,386
201731329349303163,231352685,Middle East and North Africa,9,Program Services,EDUCATION & TRAINING,560761
201731329349303163,231352685,Middle East and North Africa,17,Program Services,FIELD RESEARCH,351925
201731329349303163,231352685,Middle East and North Africa,Program Services,RESEARCH,72283
201731329349303163,231352685,Middle East and North Africa,1,148,Program Services,SOCIAL RESEARCH,71789
201731329349303163,231352685,Middle East and North Africa,1,Program Services,STUDY ABROAD/EDUCATION,435936
201731329349303163,231352685,Middle East and North Africa,25,Program Services,STUDY ABROAD/RESEARCH,113753
201731329349303163,231352685,Middle East and North Africa,Program Services,RECRUITING,18244
201731329349303163,231352685,North America,84,Send agents to seminar,411624
201731329349303163,231352685,North America,Conduct board meetings,229
201731329349303163,231352685,North America,2,Fundraising,94123
201731329349303163,231352685,North America,Grantmaking,16000
201731329349303163,231352685,North America,Program Services,CLINICAL TRIALS,272746
201731329349303163,231352685,North America,Program Services,ROYALTY DISTRIBUTION,237
201731329349303163,231352685,North America,4,Program Services,EDUCATION & TRAINING,231167
201731329349303163,231352685,North America,1,Program Services,FIELD RESEARCH,1418958
201731329349303163,231352685,North America,Program Services,RESEARCH,309152
201731329349303163,231352685,North America,Program Services,SOCIAL RESEARCH,30538
201731329349303163,231352685,North America,1,Program Services,STUDY ABROAD/EDUCATION,24072
201731329349303163,231352685,North America,11,Program Services,STUDY ABROAD/RESEARCH,55694
201731329349303163,231352685,North America,Program Services,RECRUITING,18202
201731329349303163,231352685,North America,Unrelated Trade or Business,248
201731329349303163,231352685,North America,Investments,206530000
201731329349303163,231352685,Russia and the Newly Independent States,4,Send agents to seminar,22846
201731329349303163,231352685,Russia and the Newly Independent States,1,Program Services,EDUCATION & TRAINING,7585
201731329349303163,231352685,Russia and the Newly Independent States,1,6,Program Services,FIELD RESEARCH,51613
201731329349303163,231352685,Russia and the Newly Independent States,Program Services,RESEARCH,21589
201731329349303163,231352685,Russia and the Newly Independent States,Program Services,SOCIAL RESEARCH,311
201731329349303163,231352685,Russia and the Newly Independent States,2,Program Services,STUDY ABROAD/EDUCATION,120320
201731329349303163,231352685,Russia and the Newly Independent States,5,Program Services,STUDY ABROAD/RESEARCH,57671
201731329349303163,231352685,Russia and the Newly Independent States,Program Services,RECRUITING,2024
201731329349303163,231352685,South America,7,Send agents to seminar,28806
201731329349303163,231352685,South America,Conduct board meetings,20354
201731329349303163,231352685,South America,2,Fundraising,42086
201731329349303163,231352685,South America,Grantmaking,18672
201731329349303163,231352685,South America,Program Services,CLINICAL TRIALS,66674
201731329349303163,231352685,South America,11,Program Services,EDUCATION & TRAINING,844698
201731329349303163,231352685,South America,5,Program Services,FIELD RESEARCH,406142
201731329349303163,231352685,South America,Program Services,RESEARCH,85517
201731329349303163,231352685,South America,Program Services,SOCIAL RESEARCH,112339
201731329349303163,231352685,South America,3,Program Services,STUDY ABROAD/EDUCATION,951201
201731329349303163,231352685,South America,Program Services,STUDY ABROAD/RESEARCH,30360
201731329349303163,231352685,South America,4,Program Services,RECRUITING,64036
201731329349303163,231352685,South Asia,3,Send agents to seminar,24100
201731329349303163,231352685,South Asia,Conduct board meetings,2074
201731329349303163,231352685,South Asia,2,Fundraising,158207
201731329349303163,231352685,South Asia,Grantmaking,161400
201731329349303163,231352685,South Asia,1,Program Services,EDUCATION & TRAINING,562804
201731329349303163,231352685,South Asia,1,Program Services,FIELD RESEARCH,86736
201731329349303163,231352685,South Asia,Program Services,RESEARCH,103187
201731329349303163,231352685,South Asia,Program Services,SOCIAL RESEARCH,152389
201731329349303163,231352685,South Asia,3,Program Services,STUDY ABROAD/EDUCATION,132180
201731329349303163,231352685,South Asia,11,Program Services,STUDY ABROAD/RESEARCH,93192
201731329349303163,231352685,South Asia,Program Services,RECRUITING,67392
201731329349303163,231352685,Sub-Saharan Africa,6,Send agents to seminar,134793
201731329349303163,231352685,Sub-Saharan Africa,Conduct board meetings,11312
201731329349303163,231352685,Sub-Saharan Africa,1,Fundraising,4797
201731329349303163,231352685,Sub-Saharan Africa,Grantmaking,58045
201731329349303163,231352685,Sub-Saharan Africa,3,Program Services,EDUCATION & TRAINING,254134
201731329349303163,231352685,Sub-Saharan Africa,11,129,Program Services,FIELD RESEARCH,3163689
201731329349303163,231352685,Sub-Saharan Africa,Program Services,RESEARCH,6672
201731329349303163,231352685,Sub-Saharan Africa,6,Program Services,SOCIAL RESEARCH,14562
201731329349303163,231352685,Sub-Saharan Africa,19,Program Services,STUDY ABROAD/EDUCATION,3502872
201731329349303163,231352685,Sub-Saharan Africa,3,Program Services,STUDY ABROAD/RESEARCH,139682
201731329349303163,231352685,Sub-Saharan Africa,Program Services,RECRUITING,50098
201731329349303163,231352685,Sub-Saharan Africa,Investments,39051000
201731359349306568,042103542,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",49529
201731359349306568,042103542,Central America and the Caribbean,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",25471
201731359349306568,042103542,East Asia and the Pacific,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",185504
201731359349306568,042103542,Europe (including Iceland and Greenland),0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",317198
201731359349306568,042103542,Middle East and North Africa,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",44150
201731359349306568,042103542,Russia and the newly independent States,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",14446
201731359349306568,042103542,Sub-Saharan Africa,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",14099
201731359349306568,042103542,South America,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",8898
201731359349306568,042103542,South Asia,0,0,Program Services,"Travel and related expenses for employee conferences and recruitment, faculty research and lecturers.",9691
201731359349306568,042103542,Sub-Saharan Africa,0,0,Investments,22760117
201731359349306568,042103542,Central America and the Caribbean,0,0,Investments,994300846
201731359349306568,042103542,Europe (including Iceland and Greenland),0,0,Investments,8309338
201731359349306568,042103542,Sub-Saharan Africa,0,0,Investments,Investment management fees,544393
201731359349306568,042103542,Central America and the Caribbean,0,0,Investments,Investment management fees,12344973
201731359349306568,042103542,Europe (including Iceland and Greenland),0,0,Investments,Investment management fees,487823
201731359349306568,042103542,"North America (including Canada and Mexico, but not the United States)",0,0,Grantmaking,14000
201731359349306568,042103542,Central America and the Caribbean,0,0,Grantmaking,1500
201731359349306568,042103542,East Asia and the Pacific,0,0,Grantmaking,35270
201731359349306568,042103542,Europe (including Iceland and Greenland),0,0,Grantmaking,397669
201731359349306568,042103542,Middle East and North Africa,0,0,Grantmaking,5425
201731359349306568,042103542,Sub-Saharan Africa,0,0,Grantmaking,47685
201731359349306568,042103542,South America,0,0,Grantmaking,8070
201731359349306568,042103542,South Asia,0,0,Grantmaking,8070
201731359349312778,951664112,Sub-Saharan Africa,Grantmaking,FINANCIAL AID,1000
201731359349312778,951664112,East Asia and the Pacific,Grantmaking,FINANCIAL AID,5314
201731359349312778,951664112,Central America and the Caribbean,Grantmaking,FINANCIAL AID,60270
201731359349312778,951664112,Europe (Including Iceland and Greenland),Grantmaking,FINANCIAL AID,26969
201731359349312778,951664112,Middle East and North Africa,Grantmaking,FINANCIAL AID,8767
201731359349312778,951664112,Russia and the Newly Independent States,Grantmaking,FINANCIAL AID,3000
201731359349312778,951664112,South Asia,Program Services,STUDY ABROAD DIR EXP,7393
201731359349312778,951664112,East Asia and the Pacific,Program Services,STUDY ABROAD DIR EXP,623586
201731359349312778,951664112,Central America and the Caribbean,Program Services,STUDY ABROAD DIR EXP,133791
201731359349312778,951664112,Europe (Including Iceland and Greenland),2,Program Services,STUDY ABROAD DIR EXP,3338717
201731359349312778,951664112,Middle East and North Africa,Program Services,STUDY ABROAD DIR EXP,64714
201731359349312778,951664112,South America,Program Services,STUDY ABROAD DIR EXP,254352
201731359349312778,951664112,Russia and the Newly Independent States,Program Services,STUDY ABROAD DIR EXP,1375
201731359349312778,951664112,Sub-Saharan Africa,Program Services,STUDY ABROAD DIR EXP,226023
201731359349312778,951664112,Sub-Saharan Africa,Program Services,STUDY ABROAD OTHER EXP,34820
201731359349312778,951664112,East Asia and the Pacific,Program Services,STUDY ABROAD OTHER EXP,141394
201731359349312778,951664112,Central America and the Caribbean,Program Services,STUDY ABROAD OTHER EXP,7542
201731359349312778,951664112,Europe (Including Iceland and Greenland),Program Services,STUDY ABROAD OTHER EXP,470932
201731359349312778,951664112,Middle East and North Africa,Program Services,STUDY ABROAD OTHER EXP,10581
201731359349312778,951664112,Russia and the Newly Independent States,Program Services,STUDY ABROAD OTHER EXP,7905
201731359349312778,951664112,South America,Program Services,STUDY ABROAD OTHER EXP,25268
201731359349312778,951664112,South Asia,Program Services,STUDY ABROAD OTHER EXP,5377
201731309349303418,161532850,Europe (including Iceland and Greenland),0,0,Program Services,"To visit partners, evaluate partnerships, attend meetings, and attend conferences.",43884
201731309349303418,161532850,Middle East and North Africa,0,0,Program Services,"To Visit international partnerships and Israel Study Abroad students and seminaries, and to train a new consultant.",60820
201731309349303418,161532850,East Asia and the Pacific,0,0,Program Services,To explore and evaluate new international partnerships.,20150
201731309349303418,161532850,South America,0,0,Program Services,To visit and meet with international partnerships.,13638
201731329349303848,131740448,SOUTH ASIA,1,3,PROGRAM SERVICES,IDENTIFICATION AND RECRUITMENT OF STUDENTS,88945
201731329349303848,131740448,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,IDENTIFICATION AND RECRUITMENT OF STUDENTS,17100
201731359349307378,250983069,Central America and the Caribbean,Investments,3538853
201731359349307463,540505990,UNIDENTIFIED,0,0,INVESTMENT,41633666
201731359349307463,540505990,CENTRAL AMERICA AND THE CARIBBEAN,0,0,INVESTMENT
201731359349307463,540505990,EAST ASIA AND THE PACIFIC,0,0,INVESTMENT
201731359349307463,540505990,EUROPE (INCLUDING ICELAND & GREENLAND),0,0,INVESTMENT
201731359349307463,540505990,MIDDLE EAST AND NORTH AFRICA,0,0,INVESTMENT
201731359349307463,540505990,NORTH AMERICA,0,0,INVESTMENT
201731359349307463,540505990,SOUTH ASIA,0,0,INVESTMENT
201731319349302823,166054295,EAST ASIA & THE PACIFIC,6,1,PROGRAM SERVICES,STUDENT RECRUITING,21000
201731319349302823,166054295,SUBSAHARAN AFRICA,0,1,PROGRAM SERVICES,STUDENT RECRUITING,3673
201731319349302823,166054295,EAST ASIA & THE PACIFIC,6,13,PROGRAM SERVICES,IN-COUNTRY TRAVEL & MEALS,21185
201731319349302823,166054295,EAST ASIA & THE PACIFIC,2,2,PROGRAM SERVICES,ADVERTISING,5791
201731319349302823,166054295,NORTH AMERICA,0,1,PROGRAM SERVICES,IN-COUNTRY TRAVEL & MEALS,106
201731319349302823,166054295,CENTRAL AMERICA & THE CARIBBEAN,0,1,PROGRAM SERVICES,IN-COUNTRY TRAVEL & MEALS,2975
201731319349302823,166054295,EUROPE,0,1,PROGRAM SERVICES,IN-COUNTRY TRAVEL & MEALS,490
201731319349302848,150532200,Europe (including Iceland and Greenland),2,2,Program Services,The College offers students the opportunity to study abroad in France and Spain to provide a rich cultural and academic experience and develop proficiency in a foreign language. Classes are taught and excursions are provided to give students many opportunities to immerse themselves in the language and culture of the country.,2238409
201731319349302848,150532200,East Asia and the Pacific,1,1,Program Services,The College offers an intensive language and culture program in Beijing to develop students' interests in the Chinese language and cultural and educational opportunities of the area.,619060
201731319349302848,150532200,Sub-Saharan Africa,0,0,Grantmaking,831350
201731319349302848,150532200,"North America (including Canada and Mexico, but not the United States)",0,0,Grantmaking,647542
201731319349302848,150532200,East Asia and the Pacific,0,0,Grantmaking,510143
201731319349302848,150532200,Europe (including Iceland and Greenland),0,0,Grantmaking,427529
201731319349302848,150532200,South Asia,0,0,Grantmaking,371288
201731319349302848,150532200,Middle East and North Africa,0,0,Grantmaking,115200
201731319349302848,150532200,Russia and the newly independent States,0,0,Grantmaking,108980
201731319349302848,150532200,South America,0,0,Grantmaking,63327
201731319349302848,150532200,Central America and the Caribbean,0,0,Grantmaking,45010
201731319349302848,150532200,Europe (including Iceland and Greenland),0,0,Program Services,Research activities and conference related travel,106455
201731319349302848,150532200,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Research activities and conference related travel,29178
201731319349302848,150532200,Central America and the Caribbean,0,0,Program Services,Research activities and conference related travel,7554
201731319349302848,150532200,South America,0,0,Program Services,Student research and travel,5383
201731319349302848,150532200,East Asia and the Pacific,0,0,Program Services,Research activities and travel,4511
201731319349302848,150532200,Sub-Saharan Africa,0,0,Program Services,Student and faculty research,3354
201731319349302848,150532200,South Asia,0,0,Fundraising,Student fundraising for disaster,2559
201731319349302848,150532200,Middle East and North Africa,0,0,Program Services,Student research,1383
201731319349302848,150532200,Central America and the Caribbean,0,0,Investments,193411418
201731319349302848,150532200,Europe (including Iceland and Greenland),0,0,Investments,6245516
201731359349307753,131624067,Europe (Including Iceland and Greenland),10,Program Services,Meetings/performances,1025754
201731359349307753,131624067,South America,Program Services,Meetings/performances,9101
201731359349307753,131624067,East Asia and the Pacific,15,Program Services,Meetings/performances,1336389
201731359349307753,131624067,North America,Program Services,Meetings/performances,41678
201731359349307753,131624067,Sub-Saharan Africa,Program Services,Community service,5000
201731359349307753,131624067,Middle East and North Africa,Program Services,Meetings/performances,16017
201731359349307753,131624067,Europe (Including Iceland and Greenland),Fundraising,4247
201731359349307753,131624067,East Asia and the Pacific,Fundraising,15391
201731359349307753,131624067,South America,Fundraising,11352
201731359349307753,131624067,Europe (Including Iceland and Greenland),Investments,7662254
201731359349307753,131624067,Central America and the Caribbean,Investments,269350892
201731359349307753,131624067,North America,Investments,223721
201731319349303298,060776644,EUROPE (INCLUDING ICELAND & GREENLAND),2,7,PROGRAM SERVICES,EDUCATIONAL,2232708
201731319349303298,060776644,CENTRAL AMERICA AND THE CARIBBEAN,0,0,PROGRAM SERVICES/MISSION RELATED TRIPS,EDUCATIONAL,147742
201731319349303298,060776644,EAST ASIA AND THE PACIFIC,0,0,PROGRAM SERVICES,EDUCATIONAL,160395
201731359349308218,480547702,Central America and the Caribbean,Program Services,ACADEMIC,12558
201731359349308218,480547702,Europe (Including Iceland and Greenland),Program Services,ACADEMIC,37663
201731359349308218,480547702,Sub-Saharan Africa,Program Services,ACADEMIC,8050
201731359349308603,381374230,Europe (including Iceland and Greenland),0,0,Program Services,College-sponsored student trip,17124
201731359349308603,381374230,Middle East and North Africa,0,0,Program Services,College-sponsored student trip,83915
201731359349308603,381374230,Europe (including Iceland and Greenland),0,0,Program Services,College-sponsored trip,7373
201731359349308603,381374230,Europe (including Iceland and Greenland),0,0,Speaking at Seminars or Conferences,Honoraria and travel reimbursement for international speakers on campus,107718
201731359349308603,381374230,Europe (including Iceland and Greenland),0,0,Honoraria for editorial work,14176
201731359349308603,381374230,Sub-Saharan Africa,0,0,Program Services,Scholarships,102533
201731359349308603,381374230,"North America (including Canada and Mexico, but not the United States)",0,0,Program Services,Scholarship,33120
201731359349308603,381374230,Russia and the newly independent States,0,0,Program Services,Scholarship,10000
201731359349308603,381374230,Europe (including Iceland and Greenland),0,0,Program Services,Scholarships,212980
201731359349308603,381374230,East Asia and the Pacific,0,0,Program Services,Scholarships,146860
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Abraaj,3859808
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Canyon Value Realization,2937523
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Evanston Weatherflow,8766594
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Goldentree,2738812
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Goldman Sachs Distressed,2231160
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Goldman Sachs Energy,3730569
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Goldman Sachs PEP,5244784
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Goldman Sachs Vintage,3089192
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Pointer,10230289
201731359349308603,381374230,Central America and the Caribbean,0,0,Investments,Silver Creek Long,144643
